"timescale","net","obs","sub_lo","sub_hi","null_lo","null_hi"
41.1583381866649,"601-2",0.0484296926277349,0.0557962562636607,0.22222645394218,0.0476190588641792,0.095238132414275
42.7092640953886,"601-2",0.0483143314717583,0.0557516095708016,0.222225193573778,0.0476190538858863,0.0952381170684786
44.3186318965776,"601-2",0.0482119519566237,0.0557140192493573,0.222224281517601,0.0476190510396984,0.0952381078065249
45.9886437939448,"601-2",0.0481216247752347,0.0556826162114179,0.222223630221113,0.0476190494456078,0.0952381023271471
47.7215849745052,"601-2",0.0480424152899348,0.0556565940505479,0.222223171490889,0.0476190485723695,0.0952380991522238
49.5198267355465,"601-2",0.0479733932733723,0.0556352117611884,0.222222852969606,0.0476190481049247,0.0952380973518843
51.3858297294321,"601-2",0.0479136423129857,0.0556177951800994,0.222222635050498,0.0476190478606385,0.0952380963536598
53.3221473306725,"601-2",0.0478622686584315,0.0556037371803675,0.22222248822783,0.0476190477361249,0.0952380958129363
55.3314291298759,"601-2",0.0478184093163489,0.055592496690901,0.22222239086603,0.0476190476742881,0.0952380955270437
57.4164245593572,"601-2",0.0477812392266737,0.0555835966512104,0.222222327357848,0.0476190476443972,0.0952380953796414
59.5799866553662,"601-2",0.047749977388459,0.055576621041167,0.222222286633415,0.0476190476303489,0.0952380953056026
61.8250759620858,"601-2",0.0477238918398359,0.0555712111472786,0.22222226097713,0.0476190476239365,0.0952380952694089
64.1547645827376,"601-2",0.0477023034352062,0.0555670612402521,0.222222245107571,0.0476190476210971,0.0952380952522072
66.5722403833442,"601-2",0.0476845884017055,0.0555639138431544,0.22222223547645,0.0476190476198789,0.0952380952442673
69.0808113548945,"601-2",0.0476701796950215,0.0555615547657472,0.222222229745491,0.0476190476193731,0.095238095240712
71.6839101398858,"601-2",0.0476585672103885,0.055559808069425,0.222222226404293,0.0476190476191698,0.0952380952391695
74.3850987294337,"601-2",0.0476492969366385,0.0555585311098727,0.222222224497182,0.0476190476190914,0.0952380952385217
77.1880733373793,"601-2",0.0476419691683413,0.0555576097825761,0.222222223432278,0.0476190476190623,0.0952380952382588
80.0966694580603,"601-2",0.0476362359123149,0.055556954071341,0.222222222851041,0.0476190476190521,0.0952380952381557
83.1148671146713,"601-2",0.0476317976394049,0.0555564939736942,0.222222222541198,0.0476190476190484,0.0952380952381168
86.2467963053897,"601-2",0.0476283995400714,0.0555561758510499,0.222222222380024,0.0476190476190477,0.0952380952381026
89.4967426547247,"601-2",0.0476258274429864,0.0555559592272459,0.222222222298287,0.047619047619047,0.0952380952380972
92.8691532778187,"601-2",0.0476239035499447,0.0555558140375962,0.222222222257912,0.0476190476190462,0.0952380952380958
96.3686428657261,"601-2",0.0476224821286641,0.055555718312773,0.222222222238506,0.0476190476190457,0.0952380952380954
100,"601-2",0.0476214452885537,0.055555656268056,0.222222222229439,0.0476190476190452,0.0952380952380952
0.01,"6600-1",0.990061895137838,0.990062463254615,0.990669187339366,0.990060235877051,0.990061490126464
0.0103768193705222,"6600-1",0.989689817357209,0.98969042889245,0.990319887778858,0.989688030887518,0.989689380871365
0.0107678380248444,"6600-1",0.989303903087696,0.989304561351415,0.989957601951183,0.989301979664494,0.989303432666839
0.0111735910194851,"6600-1",0.988903644979561,0.988904353533143,0.989581853923672,0.988901574112718,0.98890313796913
